case,datetime,electricity [kWh]
Synthetic,2014-07-29T13:00:00Z,146.06
Synthetic,2014-07-29T14:00:00Z,143.52
Synthetic,2014-07-29T15:00:00Z,143.94
Synthetic,2014-07-29T16:00:00Z,148.98
Synthetic,2014-07-29T17:00:00Z,138.06
Synthetic,2014-07-29T18:00:00Z,93.69
Synthetic,2014-07-29T19:00:00Z,89.04
Synthetic,2014-07-29T20:00:00Z,83.5
Synthetic,2014-07-29T21:00:00Z,84.04
Synthetic,2014-07-29T22:00:00Z,41.62
Synthetic,2014-07-29T23:00:00Z,38.94
Synthetic,2014-07-30T00:00:00Z,38.94
Synthetic,2014-07-30T01:00:00Z,38.94
Synthetic,2014-07-30T02:00:00Z,38.94
Synthetic,2014-07-30T03:00:00Z,38.94
Synthetic,2014-07-30T04:00:00Z,38.94
Synthetic,2014-07-30T05:00:00Z,41.62
Synthetic,2014-07-30T06:00:00Z,35.44
Synthetic,2014-07-30T07:00:00Z,64.11
Synthetic,2014-07-30T08:00:00Z,141.81
Synthetic,2014-07-30T09:00:00Z,139.1
Synthetic,2014-07-30T10:00:00Z,140.53
Synthetic,2014-07-30T11:00:00Z,145.77
Synthetic,2014-07-30T12:00:00Z,146.48
Synthetic,2014-07-30T13:00:00Z,151.41
Synthetic,2014-07-30T14:00:00Z,149.13
Synthetic,2014-07-30T15:00:00Z,150.21
Synthetic,2014-07-30T16:00:00Z,157.17
Synthetic,2014-07-30T17:00:00Z,144.61
Synthetic,2014-07-30T18:00:00Z,98.32
Synthetic,2014-07-30T19:00:00Z,92.34
Synthetic,2014-07-30T20:00:00Z,84.75
Synthetic,2014-07-30T21:00:00Z,81.7
Synthetic,2014-07-30T22:00:00Z,41.62
Synthetic,2014-07-30T23:00:00Z,38.94
Synthetic,2014-07-31T00:00:00Z,38.94
Synthetic,2014-08-01T01:00:00Z,38.94
Synthetic,2014-08-01T02:00:00Z,38.94
Synthetic,2014-08-01T03:00:00Z,38.94
Synthetic,2014-08-01T04:00:00Z,38.94
Synthetic,2014-08-01T05:00:00Z,41.62
Synthetic,2014-08-01T06:00:00Z,60.54
Synthetic,2014-08-01T07:00:00Z,82.7
Synthetic,2014-08-01T08:00:00Z,157.01
Synthetic,2014-08-01T09:00:00Z,149.72
Synthetic,2014-08-01T10:00:00Z,146.16
Synthetic,2014-08-01T11:00:00Z,144.5
Synthetic,2014-08-01T12:00:00Z,144.26
Synthetic,2014-08-01T13:00:00Z,152.8
Synthetic,2014-08-01T14:00:00Z,154.63
Synthetic,2014-08-01T15:00:00Z,159.36
Synthetic,2014-08-01T16:00:00Z,164.53
Synthetic,2014-08-01T17:00:00Z,154.19
Synthetic,2014-08-01T18:00:00Z,107.53
Synthetic,2014-08-01T19:00:00Z,103.94
Synthetic,2014-08-01T20:00:00Z,98.71
Synthetic,2014-08-01T21:00:00Z,98.38
Synthetic,2014-08-01T22:00:00Z,41.62
Synthetic,2014-08-01T23:00:00Z,38.94
Synthetic,2014-08-02T00:00:00Z,38.94
Synthetic,2014-08-02T01:00:00Z,38.94
Synthetic,2014-08-02T02:00:00Z,38.94
Synthetic,2014-08-02T03:00:00Z,38.94
Synthetic,2014-08-02T04:00:00Z,38.94
Synthetic,2014-08-02T05:00:00Z,41.62
Synthetic,2014-08-02T06:00:00Z,60.67
Synthetic,2014-08-02T07:00:00Z,81.79
Synthetic,2014-08-02T08:00:00Z,159.55
Synthetic,2014-08-02T09:00:00Z,156.72
Synthetic,2014-08-02T10:00:00Z,157.13
Synthetic,2014-08-02T11:00:00Z,157.81
Synthetic,2014-08-02T12:00:00Z,156.51
Synthetic,2014-08-02T13:00:00Z,163.34
Synthetic,2014-08-02T14:00:00Z,160.6
Synthetic,2014-08-02T15:00:00Z,161.56
Synthetic,2014-08-02T16:00:00Z,169.97
Synthetic,2014-08-02T17:00:00Z,158.51
Synthetic,2014-08-02T18:00:00Z,108.47
Synthetic,2014-08-02T19:00:00Z,101.67
Synthetic,2014-08-02T20:00:00Z,95.22
Synthetic,2014-08-02T21:00:00Z,93.01
Synthetic,2014-08-02T22:00:00Z,41.62
Synthetic,2014-08-02T23:00:00Z,38.94
Synthetic,2014-08-03T00:00:00Z,38.94
Synthetic,2014-08-03T01:00:00Z,33.58
Synthetic,2014-08-03T02:00:00Z,33.58
Synthetic,2014-08-03T03:00:00Z,33.58
Synthetic,2014-08-03T04:00:00Z,33.58
Synthetic,2014-08-03T05:00:00Z,33.58
Synthetic,2014-08-03T06:00:00Z,56.72
Synthetic,2014-08-03T07:00:00Z,63.73
Synthetic,2014-08-03T08:00:00Z,90.41
Synthetic,2014-08-03T09:00:00Z,93.55
Synthetic,2014-08-03T10:00:00Z,94.61
Synthetic,2014-08-03T11:00:00Z,96.56
Synthetic,2014-08-03T12:00:00Z,95.92
Synthetic,2014-08-03T13:00:00Z,93.81
Synthetic,2014-08-03T14:00:00Z,65.19
Synthetic,2014-08-03T15:00:00Z,63.98
Synthetic,2014-08-03T16:00:00Z,66.17
Synthetic,2014-08-03T17:00:00Z,59.02
Synthetic,2014-08-03T18:00:00Z,30.34
Synthetic,2014-08-03T19:00:00Z,25.15
Synthetic,2014-08-03T20:00:00Z,33.58
Synthetic,2014-08-03T21:00:00Z,33.58
Synthetic,2014-08-03T22:00:00Z,33.58
Synthetic,2014-08-03T23:00:00Z,33.58
Synthetic,2014-08-04T00:00:00Z,33.58
Synthetic,2014-08-04T01:00:00Z,33.58
Synthetic,2014-08-04T02:00:00Z,33.58
Synthetic,2014-08-04T03:00:00Z,33.58
Synthetic,2014-08-04T04:00:00Z,33.58
Synthetic,2014-08-04T05:00:00Z,33.58
Synthetic,2014-08-04T06:00:00Z,18.77
Synthetic,2014-08-04T07:00:00Z,18.77
Synthetic,2014-08-04T08:00:00Z,29.06
Synthetic,2014-08-04T09:00:00Z,37.27
Synthetic,2014-08-04T10:00:00Z,36.86
Synthetic,2014-08-04T11:00:00Z,22.69
Synthetic,2014-08-04T12:00:00Z,28.69
Synthetic,2014-08-04T13:00:00Z,18.77
Synthetic,2014-08-04T14:00:00Z,29.4
Synthetic,2014-08-04T15:00:00Z,33.42
Synthetic,2014-08-04T16:00:00Z,42.82
Synthetic,2014-08-04T17:00:00Z,39.25
Synthetic,2014-08-04T18:00:00Z,41.12
Synthetic,2014-08-04T19:00:00Z,28.95
Synthetic,2014-08-04T20:00:00Z,33.58
Synthetic,2014-08-04T21:00:00Z,33.58
Synthetic,2014-08-04T22:00:00Z,33.58
Synthetic,2014-08-04T23:00:00Z,33.58
Synthetic,2014-08-05T00:00:00Z,33.58
Synthetic,2014-08-05T01:00:00Z,38.94
Synthetic,2014-08-05T02:00:00Z,38.94
Synthetic,2014-08-05T03:00:00Z,38.94
Synthetic,2014-08-05T04:00:00Z,38.94
Synthetic,2014-08-05T05:00:00Z,41.62
Synthetic,2014-08-05T06:00:00Z,34.82
Synthetic,2014-08-05T07:00:00Z,63.48
Synthetic,2014-08-05T08:00:00Z,137.7
Synthetic,2014-08-05T09:00:00Z,133.91
Synthetic,2014-08-05T10:00:00Z,133.85
Synthetic,2014-08-05T11:00:00Z,137.2
Synthetic,2014-08-05T12:00:00Z,137.2
Synthetic,2014-08-05T13:00:00Z,143.12
Synthetic,2014-08-05T14:00:00Z,140.78
Synthetic,2014-08-05T15:00:00Z,141.73
Synthetic,2014-08-05T16:00:00Z,146.2
Synthetic,2014-08-05T17:00:00Z,134.15
Synthetic,2014-08-05T18:00:00Z,91.11
Synthetic,2014-08-05T19:00:00Z,86.65
Synthetic,2014-08-05T20:00:00Z,82.62
Synthetic,2014-08-05T21:00:00Z,78.52
Synthetic,2014-08-05T22:00:00Z,41.62
Synthetic,2014-08-05T23:00:00Z,38.94
Synthetic,2014-08-06T00:00:00Z,38.94
Synthetic,2014-08-06T01:00:00Z,38.94
Synthetic,2014-08-06T02:00:00Z,38.94
Synthetic,2014-08-06T03:00:00Z,38.94
Synthetic,2014-08-06T04:00:00Z,38.94
Synthetic,2014-08-06T05:00:00Z,41.62
Synthetic,2014-08-06T06:00:00Z,35.75
Synthetic,2014-08-06T07:00:00Z,66.7
Synthetic,2014-08-06T08:00:00Z,146.94
Synthetic,2014-08-06T09:00:00Z,143.86
Synthetic,2014-08-06T10:00:00Z,143.5
Synthetic,2014-08-06T11:00:00Z,147.04
Synthetic,2014-08-06T12:00:00Z,146.92
Synthetic,2014-08-06T13:00:00Z,152.58
Synthetic,2014-08-06T14:00:00Z,149.63
Synthetic,2014-08-06T15:00:00Z,153.2
Synthetic,2014-08-06T16:00:00Z,159.48
Synthetic,2014-08-06T17:00:00Z,141.57
Synthetic,2014-08-06T18:00:00Z,94.07
Synthetic,2014-08-06T19:00:00Z,88.86
Synthetic,2014-08-06T20:00:00Z,84.76
Synthetic,2014-08-06T21:00:00Z,80.82
Synthetic,2014-08-06T22:00:00Z,41.62
Synthetic,2014-08-06T23:00:00Z,38.94
Synthetic,2014-08-07T00:00:00Z,38.94
Synthetic,2014-08-07T01:00:00Z,38.94
Synthetic,2014-08-07T02:00:00Z,38.94
Synthetic,2014-08-07T03:00:00Z,38.94
Synthetic,2014-08-07T04:00:00Z,38.94
Synthetic,2014-08-07T05:00:00Z,41.62
Synthetic,2014-08-07T06:00:00Z,55.97
Synthetic,2014-08-07T07:00:00Z,80.62
Synthetic,2014-08-07T08:00:00Z,155.04
Synthetic,2014-08-07T09:00:00Z,149.56
Synthetic,2014-08-07T10:00:00Z,151.43
Synthetic,2014-08-07T11:00:00Z,155.94
Synthetic,2014-08-07T12:00:00Z,156.79
Synthetic,2014-08-07T13:00:00Z,166.66
Synthetic,2014-08-07T14:00:00Z,165.68
Synthetic,2014-08-07T15:00:00Z,168.97
Synthetic,2014-08-07T16:00:00Z,174.17
Synthetic,2014-08-07T17:00:00Z,160.71
Synthetic,2014-08-07T18:00:00Z,108.71
Synthetic,2014-08-07T19:00:00Z,103.29
Synthetic,2014-08-07T20:00:00Z,100.58
Synthetic,2014-08-07T21:00:00Z,99.22
Synthetic,2014-08-07T22:00:00Z,41.62
Synthetic,2014-08-07T23:00:00Z,38.94
Synthetic,2014-08-08T00:00:00Z,38.94
Synthetic,2014-08-08T01:00:00Z,38.94
Synthetic,2014-08-08T02:00:00Z,38.94
Synthetic,2014-08-08T03:00:00Z,38.94
Synthetic,2014-08-08T04:00:00Z,38.94
Synthetic,2014-08-08T05:00:00Z,41.62
Synthetic,2014-08-08T06:00:00Z,68.84
Synthetic,2014-08-08T07:00:00Z,91.96
Synthetic,2014-08-08T08:00:00Z,173.01
Synthetic,2014-08-08T09:00:00Z,160.43
Synthetic,2014-08-08T10:00:00Z,165.35
Synthetic,2014-08-08T11:00:00Z,172.39
Synthetic,2014-08-08T12:00:00Z,171.39
Synthetic,2014-08-08T13:00:00Z,177.83
Synthetic,2014-08-08T14:00:00Z,171.52
Synthetic,2014-08-08T15:00:00Z,173.52
Synthetic,2014-08-08T16:00:00Z,180.75
Synthetic,2014-08-08T17:00:00Z,165.89
Synthetic,2014-08-08T18:00:00Z,115.2
Synthetic,2014-08-08T19:00:00Z,108.27
Synthetic,2014-08-08T20:00:00Z,103.13
Synthetic,2014-08-08T21:00:00Z,100.17
Synthetic,2014-08-08T22:00:00Z,41.62
Synthetic,2014-08-08T23:00:00Z,38.94
Synthetic,2014-08-09T00:00:00Z,38.94
Synthetic,2014-08-09T01:00:00Z,38.94
Synthetic,2014-08-09T02:00:00Z,38.94
Synthetic,2014-08-09T03:00:00Z,38.94
Synthetic,2014-08-09T04:00:00Z,38.94
Synthetic,2014-08-09T05:00:00Z,41.62
Synthetic,2014-08-09T06:00:00Z,69.99
Synthetic,2014-08-09T07:00:00Z,90.47
Synthetic,2014-08-09T08:00:00Z,171.33
Synthetic,2014-08-09T09:00:00Z,168.71
Synthetic,2014-08-09T10:00:00Z,172.08
Synthetic,2014-08-09T11:00:00Z,176.3
Synthetic,2014-08-09T12:00:00Z,174.87
Synthetic,2014-08-09T13:00:00Z,182.24
Synthetic,2014-08-09T14:00:00Z,178.95
Synthetic,2014-08-09T15:00:00Z,180.83
Synthetic,2014-08-09T16:00:00Z,184.58
Synthetic,2014-08-09T17:00:00Z,169.01
Synthetic,2014-08-09T18:00:00Z,119.49
Synthetic,2014-08-09T19:00:00Z,112.76
Synthetic,2014-08-09T20:00:00Z,106.51
Synthetic,2014-08-09T21:00:00Z,101.92
Synthetic,2014-08-09T22:00:00Z,41.62
Synthetic,2014-08-09T23:00:00Z,38.94
Synthetic,2014-08-10T00:00:00Z,38.94
Synthetic,2014-08-10T01:00:00Z,33.58
Synthetic,2014-08-10T02:00:00Z,33.58
Synthetic,2014-08-10T03:00:00Z,33.58
Synthetic,2014-08-10T04:00:00Z,33.58
Synthetic,2014-08-10T05:00:00Z,33.58
Synthetic,2014-08-10T06:00:00Z,71.33
Synthetic,2014-08-10T07:00:00Z,72.74
Synthetic,2014-08-10T08:00:00Z,96.27
Synthetic,2014-08-10T09:00:00Z,98.97
Synthetic,2014-08-10T10:00:00Z,99.73
Synthetic,2014-08-10T11:00:00Z,102.24
Synthetic,2014-08-10T12:00:00Z,100.18
Synthetic,2014-08-10T13:00:00Z,98.37
Synthetic,2014-08-10T14:00:00Z,68.54
Synthetic,2014-08-10T15:00:00Z,67.86
Synthetic,2014-08-10T16:00:00Z,68.79
Synthetic,2014-08-10T17:00:00Z,59.87
Synthetic,2014-08-10T18:00:00Z,36.86
Synthetic,2014-08-10T19:00:00Z,30.19
Synthetic,2014-08-10T20:00:00Z,35.79
Synthetic,2014-08-10T21:00:00Z,33.58
Synthetic,2014-08-10T22:00:00Z,33.58
Synthetic,2014-08-10T23:00:00Z,33.58
Synthetic,2014-08-11T00:00:00Z,33.58
Synthetic,2014-08-11T01:00:00Z,33.58
Synthetic,2014-08-11T02:00:00Z,33.58
Synthetic,2014-08-11T03:00:00Z,33.58
Synthetic,2014-08-11T04:00:00Z,33.58
Synthetic,2014-08-11T05:00:00Z,33.58
Synthetic,2014-08-11T06:00:00Z,21.24
Synthetic,2014-08-11T07:00:00Z,18.77
Synthetic,2014-08-11T08:00:00Z,32.82
Synthetic,2014-08-11T09:00:00Z,36.26
Synthetic,2014-08-11T10:00:00Z,40.01
Synthetic,2014-08-11T11:00:00Z,28.6
Synthetic,2014-08-11T12:00:00Z,28.51
Synthetic,2014-08-11T13:00:00Z,31.6
Synthetic,2014-08-11T14:00:00Z,36.27
Synthetic,2014-08-11T15:00:00Z,40.82
Synthetic,2014-08-11T16:00:00Z,43.22
Synthetic,2014-08-11T17:00:00Z,45.9
Synthetic,2014-08-11T18:00:00Z,43.32
Synthetic,2014-08-11T19:00:00Z,39.56
Synthetic,2014-08-11T20:00:00Z,37.68
Synthetic,2014-08-11T21:00:00Z,33.58
Synthetic,2014-08-11T22:00:00Z,33.58
Synthetic,2014-08-11T23:00:00Z,33.58
Synthetic,2014-08-12T00:00:00Z,33.58
Synthetic,2014-08-12T01:00:00Z,38.94
Synthetic,2014-08-12T02:00:00Z,38.94
Synthetic,2014-08-12T03:00:00Z,38.94
Synthetic,2014-08-12T04:00:00Z,38.94
Synthetic,2014-08-12T05:00:00Z,41.62
Synthetic,2014-08-12T06:00:00Z,66.71
Synthetic,2014-08-12T07:00:00Z,89.48
Synthetic,2014-08-12T08:00:00Z,171.53
Synthetic,2014-08-12T09:00:00Z,168.01
Synthetic,2014-08-12T10:00:00Z,167.09
Synthetic,2014-08-12T11:00:00Z,171.25
Synthetic,2014-08-12T12:00:00Z,171.41
Synthetic,2014-08-12T13:00:00Z,175.17
Synthetic,2014-08-12T14:00:00Z,167.43
Synthetic,2014-08-12T15:00:00Z,167.05
Synthetic,2014-08-12T16:00:00Z,172.89
Synthetic,2014-08-12T17:00:00Z,159.19
Synthetic,2014-08-12T18:00:00Z,115.08
Synthetic,2014-08-12T19:00:00Z,113.74
Synthetic,2014-08-12T20:00:00Z,102.45
Synthetic,2014-08-12T21:00:00Z,95.39
Synthetic,2014-08-12T22:00:00Z,41.62
Synthetic,2014-08-12T23:00:00Z,38.94
Synthetic,2014-08-13T00:00:00Z,38.94
Synthetic,2014-08-13T01:00:00Z,38.94
Synthetic,2014-08-13T02:00:00Z,38.94
Synthetic,2014-08-13T03:00:00Z,38.94
Synthetic,2014-08-13T04:00:00Z,38.94
Synthetic,2014-08-13T05:00:00Z,41.62
Synthetic,2014-08-13T06:00:00Z,72.28
Synthetic,2014-08-13T07:00:00Z,79.55
Synthetic,2014-08-13T08:00:00Z,149.16
Synthetic,2014-08-13T09:00:00Z,141.33
Synthetic,2014-08-13T10:00:00Z,144.26
Synthetic,2014-08-13T11:00:00Z,159.77
Synthetic,2014-08-13T12:00:00Z,164.7
Synthetic,2014-08-13T13:00:00Z,172.34
Synthetic,2014-08-13T14:00:00Z,171.07
Synthetic,2014-08-13T15:00:00Z,164.22
Synthetic,2014-08-13T16:00:00Z,164.43
Synthetic,2014-08-13T17:00:00Z,158.08
Synthetic,2014-08-13T18:00:00Z,113.08
Synthetic,2014-08-13T19:00:00Z,109.94
Synthetic,2014-08-13T20:00:00Z,103.7
Synthetic,2014-08-13T21:00:00Z,101.47
Synthetic,2014-08-13T22:00:00Z,41.62
Synthetic,2014-08-13T23:00:00Z,38.94
Synthetic,2014-08-14T00:00:00Z,38.94
Synthetic,2014-08-14T01:00:00Z,38.94
Synthetic,2014-08-14T02:00:00Z,38.94
Synthetic,2014-08-14T03:00:00Z,38.94
Synthetic,2014-08-14T04:00:00Z,38.94
Synthetic,2014-08-14T05:00:00Z,41.62
Synthetic,2014-08-14T06:00:00Z,40.26
Synthetic,2014-08-14T07:00:00Z,61.89
Synthetic,2014-08-14T08:00:00Z,134.44
Synthetic,2014-08-14T09:00:00Z,128.82
Synthetic,2014-08-14T10:00:00Z,130.05
Synthetic,2014-08-14T11:00:00Z,135.16
Synthetic,2014-08-14T12:00:00Z,137.18
Synthetic,2014-08-14T13:00:00Z,142.29
Synthetic,2014-08-14T14:00:00Z,138.89
Synthetic,2014-08-14T15:00:00Z,138.5
Synthetic,2014-08-14T16:00:00Z,143.88
Synthetic,2014-08-14T17:00:00Z,131.45
Synthetic,2014-08-14T18:00:00Z,87.34
Synthetic,2014-08-14T19:00:00Z,85.43
Synthetic,2014-08-14T20:00:00Z,77.96
Synthetic,2014-08-14T21:00:00Z,71.78
Synthetic,2014-08-14T22:00:00Z,41.62
Synthetic,2014-08-14T23:00:00Z,38.94
Synthetic,2014-08-15T00:00:00Z,38.94
Synthetic,2014-08-15T01:00:00Z,38.94
Synthetic,2014-08-15T02:00:00Z,38.94
Synthetic,2014-08-15T03:00:00Z,38.94
Synthetic,2014-08-15T04:00:00Z,38.94
Synthetic,2014-08-15T05:00:00Z,41.62
Synthetic,2014-08-15T06:00:00Z,38.74
Synthetic,2014-08-15T07:00:00Z,59.13
Synthetic,2014-08-15T08:00:00Z,134.88
Synthetic,2014-08-15T09:00:00Z,131.85
Synthetic,2014-08-15T10:00:00Z,134.27
Synthetic,2014-08-15T11:00:00Z,137.98
Synthetic,2014-08-15T12:00:00Z,137.89
Synthetic,2014-08-15T13:00:00Z,143.08
Synthetic,2014-08-15T14:00:00Z,140.39
Synthetic,2014-08-15T15:00:00Z,141.45
Synthetic,2014-08-15T16:00:00Z,148.25
Synthetic,2014-08-15T17:00:00Z,135.31
Synthetic,2014-08-15T18:00:00Z,90.01
Synthetic,2014-08-15T19:00:00Z,86.69
Synthetic,2014-08-15T20:00:00Z,77.96
Synthetic,2014-08-15T21:00:00Z,72.1
Synthetic,2014-08-15T22:00:00Z,41.62
Synthetic,2014-08-15T23:00:00Z,38.94
Synthetic,2014-08-16T00:00:00Z,38.94
Synthetic,2014-08-16T01:00:00Z,38.94
Synthetic,2014-08-16T02:00:00Z,38.94
Synthetic,2014-08-16T03:00:00Z,38.94
Synthetic,2014-08-16T04:00:00Z,38.94
Synthetic,2014-08-16T05:00:00Z,41.62
Synthetic,2014-08-16T06:00:00Z,38.51
Synthetic,2014-08-16T07:00:00Z,61.42
Synthetic,2014-08-16T08:00:00Z,139.75
Synthetic,2014-08-16T09:00:00Z,137.27
Synthetic,2014-08-16T10:00:00Z,138.62
Synthetic,2014-08-16T11:00:00Z,141.65
Synthetic,2014-08-16T12:00:00Z,143.1
Synthetic,2014-08-16T13:00:00Z,149.08
Synthetic,2014-08-16T14:00:00Z,146.08
Synthetic,2014-08-16T15:00:00Z,145.57
Synthetic,2014-08-16T16:00:00Z,150.82
Synthetic,2014-08-16T17:00:00Z,141
Synthetic,2014-08-16T18:00:00Z,95.89
Synthetic,2014-08-16T19:00:00Z,92.04
Synthetic,2014-08-16T20:00:00Z,84.2
Synthetic,2014-08-16T21:00:00Z,81.74
Synthetic,2014-08-16T22:00:00Z,41.62
Synthetic,2014-08-16T23:00:00Z,38.94
Synthetic,2014-08-17T00:00:00Z,38.94
Synthetic,2014-08-17T01:00:00Z,33.58
Synthetic,2014-08-17T02:00:00Z,33.58
Synthetic,2014-08-17T03:00:00Z,33.58
Synthetic,2014-08-17T04:00:00Z,33.58
Synthetic,2014-08-17T05:00:00Z,33.58
Synthetic,2014-08-17T06:00:00Z,37.12
Synthetic,2014-08-17T07:00:00Z,47.97
Synthetic,2014-08-17T08:00:00Z,82.37
Synthetic,2014-08-17T09:00:00Z,90.06
Synthetic,2014-08-17T10:00:00Z,91.94
Synthetic,2014-08-17T11:00:00Z,94.86
Synthetic,2014-08-17T12:00:00Z,94.5
Synthetic,2014-08-17T13:00:00Z,92.14
Synthetic,2014-08-17T14:00:00Z,63.57
Synthetic,2014-08-17T15:00:00Z,61.92
Synthetic,2014-08-17T16:00:00Z,61.68
Synthetic,2014-08-17T17:00:00Z,53.96
Synthetic,2014-08-17T18:00:00Z,33.74
Synthetic,2014-08-17T19:00:00Z,29
Synthetic,2014-08-17T20:00:00Z,33.58
Synthetic,2014-08-17T21:00:00Z,33.58
Synthetic,2014-08-17T22:00:00Z,33.58
Synthetic,2014-08-17T23:00:00Z,33.58
Synthetic,2014-08-18T00:00:00Z,33.58
Synthetic,2014-08-18T01:00:00Z,33.58
Synthetic,2014-08-18T02:00:00Z,33.58
Synthetic,2014-08-18T03:00:00Z,33.58
Synthetic,2014-08-18T04:00:00Z,33.58
Synthetic,2014-08-18T05:00:00Z,33.58
Synthetic,2014-08-18T06:00:00Z,21.24
Synthetic,2014-08-18T07:00:00Z,18.77
Synthetic,2014-08-18T08:00:00Z,20.09
Synthetic,2014-08-18T09:00:00Z,29.82
Synthetic,2014-08-18T10:00:00Z,30.63
Synthetic,2014-08-18T11:00:00Z,18.77
Synthetic,2014-08-18T12:00:00Z,18.77
Synthetic,2014-08-18T13:00:00Z,28.37
Synthetic,2014-08-18T14:00:00Z,28.34
Synthetic,2014-08-18T15:00:00Z,31.1
Synthetic,2014-08-18T16:00:00Z,35.22
Synthetic,2014-08-18T17:00:00Z,37.74
Synthetic,2014-08-18T18:00:00Z,32.85
Synthetic,2014-08-18T19:00:00Z,24.69
Synthetic,2014-08-18T20:00:00Z,33.58
Synthetic,2014-08-18T21:00:00Z,33.58
Synthetic,2014-08-18T22:00:00Z,33.58
Synthetic,2014-08-18T23:00:00Z,33.58
Synthetic,2014-08-19T00:00:00Z,33.58
Synthetic,2014-08-19T01:00:00Z,38.94
Synthetic,2014-08-19T02:00:00Z,38.94
Synthetic,2014-08-19T03:00:00Z,38.94
Synthetic,2014-08-19T04:00:00Z,38.94
Synthetic,2014-08-19T05:00:00Z,41.62
Synthetic,2014-08-19T06:00:00Z,48.99
Synthetic,2014-08-19T07:00:00Z,69.93
Synthetic,2014-08-19T08:00:00Z,145.43
Synthetic,2014-08-19T09:00:00Z,140.85
Synthetic,2014-08-19T10:00:00Z,141.75
Synthetic,2014-08-19T11:00:00Z,146.21
Synthetic,2014-08-19T12:00:00Z,146.64
Synthetic,2014-08-19T13:00:00Z,155.12
Synthetic,2014-08-19T14:00:00Z,155.03
Synthetic,2014-08-19T15:00:00Z,156.7
Synthetic,2014-08-19T16:00:00Z,164.19
Synthetic,2014-08-19T17:00:00Z,152.37
Synthetic,2014-08-19T18:00:00Z,102.84
Synthetic,2014-08-19T19:00:00Z,102.52
Synthetic,2014-08-19T20:00:00Z,92.65
Synthetic,2014-08-19T21:00:00Z,86.42
Synthetic,2014-08-19T22:00:00Z,41.62
Synthetic,2014-08-19T23:00:00Z,38.94
Synthetic,2014-08-20T00:00:00Z,38.94
Synthetic,2014-08-20T01:00:00Z,38.94
Synthetic,2014-08-20T02:00:00Z,38.94
Synthetic,2014-08-20T03:00:00Z,38.94
Synthetic,2014-08-20T04:00:00Z,38.94
Synthetic,2014-08-20T05:00:00Z,41.62
Synthetic,2014-08-20T06:00:00Z,53.46
Synthetic,2014-08-20T07:00:00Z,78.01
Synthetic,2014-08-20T08:00:00Z,159.6
Synthetic,2014-08-20T09:00:00Z,159.84
Synthetic,2014-08-20T10:00:00Z,159.68
Synthetic,2014-08-20T11:00:00Z,160.68
Synthetic,2014-08-20T12:00:00Z,160.21
Synthetic,2014-08-20T13:00:00Z,169.29
Synthetic,2014-08-20T14:00:00Z,166.54
Synthetic,2014-08-20T15:00:00Z,168.67
Synthetic,2014-08-20T16:00:00Z,174.7
Synthetic,2014-08-20T17:00:00Z,160.23
Synthetic,2014-08-20T18:00:00Z,109.85
Synthetic,2014-08-20T19:00:00Z,109.1
Synthetic,2014-08-20T20:00:00Z,98.32
Synthetic,2014-08-20T21:00:00Z,92.12
Synthetic,2014-08-20T22:00:00Z,41.62
Synthetic,2014-08-20T23:00:00Z,38.94
Synthetic,2014-08-21T00:00:00Z,38.94
Synthetic,2014-08-21T01:00:00Z,38.94
Synthetic,2014-08-21T02:00:00Z,38.94
Synthetic,2014-08-21T03:00:00Z,38.94
Synthetic,2014-08-21T04:00:00Z,38.94
Synthetic,2014-08-21T05:00:00Z,41.62
Synthetic,2014-08-21T06:00:00Z,50.21
Synthetic,2014-08-21T07:00:00Z,75.26
Synthetic,2014-08-21T08:00:00Z,163.05
Synthetic,2014-08-21T09:00:00Z,163.22
Synthetic,2014-08-21T10:00:00Z,159.26
Synthetic,2014-08-21T11:00:00Z,163.7
Synthetic,2014-08-21T12:00:00Z,162.82
Synthetic,2014-08-21T13:00:00Z,172.65
Synthetic,2014-08-21T14:00:00Z,171.11
Synthetic,2014-08-21T15:00:00Z,176.41
Synthetic,2014-08-21T16:00:00Z,182.81
Synthetic,2014-08-21T17:00:00Z,166.88
Synthetic,2014-08-21T18:00:00Z,115.85
Synthetic,2014-08-21T19:00:00Z,113.37
Synthetic,2014-08-21T20:00:00Z,102.54
Synthetic,2014-08-21T21:00:00Z,100.01
Synthetic,2014-08-21T22:00:00Z,41.62
Synthetic,2014-08-21T23:00:00Z,38.94
Synthetic,2014-08-22T00:00:00Z,38.94
Synthetic,2014-08-22T01:00:00Z,38.94
Synthetic,2014-08-22T02:00:00Z,38.94
Synthetic,2014-08-22T03:00:00Z,38.94
Synthetic,2014-08-22T04:00:00Z,38.94
Synthetic,2014-08-22T05:00:00Z,41.62
Synthetic,2014-08-22T06:00:00Z,80.32
Synthetic,2014-08-22T07:00:00Z,89.48
Synthetic,2014-08-22T08:00:00Z,169.52
Synthetic,2014-08-22T09:00:00Z,166.3
Synthetic,2014-08-22T10:00:00Z,166.14
Synthetic,2014-08-22T11:00:00Z,170.56
Synthetic,2014-08-22T12:00:00Z,167.38
Synthetic,2014-08-22T13:00:00Z,174.72
Synthetic,2014-08-22T14:00:00Z,169.27
Synthetic,2014-08-22T15:00:00Z,170.36
Synthetic,2014-08-22T16:00:00Z,175.8
Synthetic,2014-08-22T17:00:00Z,160.1
Synthetic,2014-08-22T18:00:00Z,111.22
Synthetic,2014-08-22T19:00:00Z,110.78
